BENE_SEX_IDENT_CD,BENE_AGE_CAT_CD,CC_ALZHDMTA,CC_CANCER,CC_CHF,CC_CHRNKIDN,CC_COPD,CC_DEPRESSN,CC_DIABETES,CC_ISCHMCHT,CC_OSTEOPRS,CC_RA_OA,CC_STRKETIA,CC_2_OR_MORE,DUAL_STUS,BENE_COUNT_PA_EQ_12,AVE_PA_PAY_PA_EQ_12,AVE_IP_PAY_PA_EQ_12,AVE_SNF_PAY_PA_EQ_12,AVE_OTH_PAY_PA_EQ_12,AVE_IP_ADM_PA_EQ_12,AVE_SNF_DAYS_PA_EQ_12,BENE_COUNT_PB_EQ_12,AVE_PB_PAY_PB_EQ_12,AVE_CA_PAY_PB_EQ_12,AVE_OP_PAY_PB_EQ_12,AVE_OTH_PAY_PB_EQ_12,AVE_CA_VST_PB_EQ_12,AVE_OP_VST_PB_EQ_12,BENE_COUNT_PC_EQ_12,BENE_COUNT_PD_EQ_12,AVE_PDE_CST_PD_EQ_12,AVE_PDE_PD_EQ_12
1,3,0,0,0,0,1,0,0,1,0,0,0,1,0,21151,3657,3446,90,121,0.375,0.21,20663,4790,2724,1525,541,9.631,4.348,328,9025,2805,35.524
1,3,0,0,0,0,1,0,0,1,0,0,0,1,1,2835,4968,4320,373,275,0.45,0.989,2951,4826,2393,1621,812,7.919,5.202,81,3076,3775,51.649
1,3,0,0,0,0,1,0,0,1,0,0,1,1,0,865,9538,8608,560,370,0.978,1.218,854,7141,4227,2209,705,11.991,6.201,,356,2789,37.674
1,3,0,0,0,0,1,0,0,1,0,0,1,1,1,166,13529,10078,2590,861,1.03,5.861,171,6926,3898,1720,1308,9.123,5.708,,166,3622,53.217
1,3,0,0,0,0,1,0,0,1,0,1,0,1,0,4502,5750,5116,325,309,0.546,0.663,4484,6710,4000,1995,715,13.196,5.683,36,2012,2862,40.517
1,3,0,0,0,0,1,0,0,1,0,1,0,1,1,1003,4926,4076,398,452,0.497,0.968,1062,7055,3468,1495,2092,11.274,5.234,,1092,4526,62.666
1,3,0,0,0,0,1,0,0,1,0,1,1,1,0,203,12869,11747,753,369,1.099,1.443,202,9862,5910,2800,1152,16.262,6.901,,81,2896,45.926
1,3,0,0,0,0,1,0,0,1,0,1,1,1,1,64,9256,,,,,,66,8846,3790,1960,3096,10.697,6.212,,70,4939,66.229
1,3,0,0,0,0,1,0,0,1,1,0,0,1,0,870,4590,4210,226,154,0.487,0.529,859,6534,3756,1923,855,12.951,5.475,,337,3512,41.579
1,3,0,0,0,0,1,0,0,1,1,0,0,1,1,143,3793,,,,,,149,5337,2913,1634,790,11.315,5.248,,150,5087,59.12
1,3,0,0,0,0,1,0,0,1,1,1,0,1,0,379,7077,6122,591,364,0.615,1.306,378,9334,5874,2536,924,16.423,7.116,,157,4321,44
1,3,0,0,0,0,1,0,0,1,1,1,0,1,1,102,6785,4795,,,0.539,,108,8300,4605,1383,2312,14.787,5.139,,111,6230,73.135
1,3,0,0,0,0,1,0,1,0,0,0,0,1,0,9158,2145,1885,124,136,0.242,0.266,8952,3855,2132,1000,723,8.628,3.844,165,3999,2787,39.667
1,3,0,0,0,0,1,0,1,0,0,0,0,1,1,1602,3303,2533,483,287,0.297,1.187,1678,4015,1883,991,1141,7.74,4.578,51,1791,4553,61.556
1,3,0,0,0,0,1,0,1,0,0,0,1,1,0,269,10276,9166,721,389,0.866,1.409,260,5940,3318,1604,1018,10.054,5.415,,124,2527,40.024
1,3,0,0,0,0,1,0,1,0,0,0,1,1,1,77,11270,7817,,,0.727,,78,5725,3092,1254,1379,8.013,6.769,,83,5613,64.747
1,3,0,0,0,0,1,0,1,0,0,1,0,1,0,1966,4532,3850,326,356,0.417,0.628,1957,5586,3265,1296,1025,11.789,5.069,,819,2817,43.066
1,3,0,0,0,0,1,0,1,0,0,1,0,1,1,490,3989,2943,769,277,0.345,2.022,524,6175,2665,1179,2331,10.462,4.624,,549,4771,68.643
1,3,0,0,0,0,1,0,1,0,1,0,0,1,0,322,4699,4011,,,0.41,,316,5622,3164,1542,916,12.212,5.339,,130,4060,45.192
1,3,0,0,0,0,1,0,1,0,1,0,0,1,1,84,4391,,,,,,89,4492,2880,838,774,10.798,3.416,,94,6279,62.819
1,3,0,0,0,0,1,0,1,0,1,1,0,1,0,137,7255,,,,,,137,8498,5477,1495,1526,16.555,5.62,,62,4590,52.226
1,3,0,0,0,0,1,0,1,0,1,1,0,1,1,50,,,,,,,53,7640,4212,1649,1779,13.868,5.17,,57,6562,74.404
1,3,0,0,0,0,1,0,1,1,0,0,0,1,0,10315,4297,3980,124,193,0.422,0.258,10130,5653,3223,1634,796,11.492,4.871,151,4240,3461,46.738
1,3,0,0,0,0,1,0,1,1,0,0,0,1,1,1544,5343,4555,542,246,0.522,1.308,1601,5913,2867,1694,1352,9.929,5.614,,1662,5460,72.752
1,3,0,0,0,0,1,0,1,1,0,0,1,1,0,423,13300,11011,1584,705,1.161,3.605,412,8973,5414,2413,1146,13.206,6.461,,177,3096,48.61
1,3,0,0,0,0,1,0,1,1,0,0,1,1,1,103,15505,11748,3091,666,1.165,7.447,106,8800,4177,1767,2856,10.943,5.887,,109,4979,78.028
1,3,0,0,0,0,1,0,1,1,0,1,0,1,0,2470,6594,5661,509,424,0.576,1.042,2457,7615,4395,2082,1138,14.917,6.372,,1083,3462,51.259
1,3,0,0,0,0,1,0,1,1,0,1,0,1,1,694,5474,4612,529,333,0.493,1.213,725,9259,4414,1498,3347,14.232,5.495,,759,6235,80.282
1,3,0,0,0,0,1,0,1,1,0,1,1,1,0,135,11986,10688,706,592,1.193,1.437,135,9764,5994,2265,1505,18.607,8.415,,53,3942,63.962
1,3,0,0,0,0,1,0,1,1,0,1,1,1,1,51,11411,,,,,,54,12127,4235,2431,5461,11.333,5.574,,55,4599,69.364
1,3,0,0,0,0,1,0,1,1,1,0,0,1,0,383,5772,5209,266,297,0.522,0.674,379,7574,4223,2289,1062,14.739,5.591,,168,4925,50.75
1,3,0,0,0,0,1,0,1,1,1,0,0,1,1,79,6967,,,,,,83,6753,4082,1138,1533,14.928,3.892,,90,6701,84.522
1,3,0,0,0,0,1,0,1,1,1,1,0,1,0,194,6936,5914,539,483,0.608,1.232,194,8666,5498,2003,1165,18.546,6.247,,87,4036,55.092
1,3,0,0,0,0,1,0,1,1,1,1,0,1,1,87,4553,,,,,,95,10680,6520,1400,2760,15.589,4.389,,96,5814,77
1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,2309,4659,3819,489,351,0.463,1.146,2233,5131,2819,1440,872,9.449,4.733,41,1009,3087,38.802
1,3,0,0,0,0,1,1,0,0,0,0,0,1,1,586,6671,4614,1191,866,0.553,3.362,603,4977,2212,1499,1266,6.481,6.471,,640,4354,56.636
1,3,0,0,0,0,1,1,0,0,0,0,1,1,0,97,12798,10093,1735,970,1.01,4.464,95,7643,4147,1633,1863,11.021,5.558,,47,2459,38.106
1,3,0,0,0,0,1,1,0,0,0,0,1,1,1,47,18436,11446,5936,1054,0.957,17.277,47,9146,4505,2830,1811,6.553,8.957,,45,3790,65.6
1,3,0,0,0,0,1,1,0,0,0,1,0,1,0,596,7706,6497,752,457,0.674,1.564,592,8018,4346,2478,1194,13.155,6.595,,268,3102,44.116
1,3,0,0,0,0,1,1,0,0,0,1,0,1,1,239,5231,3705,1008,518,0.51,2.682,249,7692,2717,2171,2804,8.908,6.498,,259,4453,63.405
1,3,0,0,0,0,1,1,0,0,1,0,0,1,0,155,5678,4520,837,321,0.684,2.258,151,6592,3750,1843,999,12.583,6.245,,73,3797,42.836
1,3,0,0,0,0,1,1,0,0,1,0,0,1,1,45,10980,,,,,,46,9215,3371,4331,1513,10.587,9.696,,50,4952,66.92
1,3,0,0,0,0,1,1,0,0,1,1,0,1,0,73,11307,9442,,,1.055,,73,12511,8074,2377,2060,16.315,7.233,,41,4080,46.244
1,3,0,0,0,0,1,1,0,1,0,0,0,1,0,1791,7666,6803,458,405,0.757,1.047,1749,7352,4040,2335,977,12.403,6.126,,766,3373,46.781
1,3,0,0,0,0,1,1,0,1,0,0,0,1,1,428,7171,5550,1036,585,0.727,2.806,435,7545,3169,2499,1877,9.168,7.729,,442,4766,68.305
1,3,0,0,0,0,1,1,0,1,0,0,1,1,0,138,20815,16302,3377,1136,1.391,6.406,136,10327,5319,3513,1495,12.537,7.691,,55,5140,48.4
1,3,0,0,0,0,1,1,0,1,0,0,1,1,1,60,29576,20465,,,1.733,,59,11397,6660,2681,2056,7.729,8.593,,54,5733,81.037
1,3,0,0,0,0,1,1,0,1,0,1,0,1,0,578,11789,10126,986,677,1.016,2.104,577,9520,5155,3074,1291,15.548,8.364,,278,3563,52.259
1,3,0,0,0,0,1,1,0,1,0,1,0,1,1,251,10535,7542,2133,860,0.845,5.558,256,12509,4766,2950,4793,12.492,7.531,,270,6102,78.322
1,3,0,0,0,0,1,1,0,1,0,1,1,1,0,72,23622,18896,3355,1371,1.681,7.056,72,12410,6330,3308,2772,16.319,9.472,,37,3364,48.622
1,3,0,0,0,0,1,1,0,1,1,0,0,1,0,108,13950,11263,1326,1361,0.954,2.87,108,9840,4953,2965,1922,15.009,8.519,,57,4212,49.947
1,3,0,0,0,0,1,1,0,1,1,1,0,1,0,77,11732,8868,1991,873,0.87,4.286,77,11554,6220,3259,2075,20.013,10.675,,41,5355,60
1,3,0,0,0,0,1,1,0,1,1,1,0,1,1,32,9450,,,,,,33,14898,7482,3326,4090,19.061,7.091,,35,6985,88.743
1,3,0,0,0,0,1,1,1,0,0,0,0,1,0,702,7160,5853,757,550,0.55,1.845,685,6066,3269,1552,1245,10.336,5.107,,312,3573,49.16
1,3,0,0,0,0,1,1,1,0,0,0,0,1,1,198,8387,6296,1600,491,0.732,4.126,209,6373,2851,1759,1763,7.292,7.019,,220,6075,84.118
1,3,0,0,0,0,1,1,1,0,0,1,0,1,0,211,10304,8396,980,928,0.787,2.265,208,8546,4386,2293,1867,14.938,6.856,,97,4301,57.381
1,3,0,0,0,0,1,1,1,0,0,1,0,1,1,119,7616,5403,,,0.723,,126,12284,3570,2636,6078,10.246,7.619,,130,7921,100.169
1,3,0,0,0,0,1,1,1,1,0,0,0,1,0,963,8854,7740,676,438,0.864,1.387,937,8232,4290,2282,1660,13.481,7.124,,443,3807,57.165
1,3,0,0,0,0,1,1,1,1,0,0,0,1,1,252,10999,8042,2491,466,0.925,6.5,260,8929,4009,2301,2619,10.873,8.2,,275,7559,98.349
1,3,0,0,0,0,1,1,1,1,0,0,1,1,0,97,26498,20586,4317,1595,1.742,10.32,94,11311,6890,2435,1986,15.351,8.085,,40,3301,58.175
1,3,0,0,0,0,1,1,1,1,0,0,1,1,1,42,30705,22084,,,1.429,,41,11988,5972,3014,3002,8.976,9.902,,43,4721,85.512
1,3,0,0,0,0,1,1,1,1,0,1,0,1,0,366,11095,9086,1166,843,0.992,3.008,364,10523,5894,2597,2032,17.099,7.495,,135,3656,62.985
1,3,0,0,0,0,1,1,1,1,0,1,0,1,1,241,8626,5665,2584,377,0.739,6.32,247,14392,4817,3023,6552,13.425,6.502,,254,8692,102.528
1,3,0,0,0,0,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,31,10617,113.355
1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,31473,2426,2262,86,78,0.226,0.193,29943,4059,2396,1464,199,7.452,3.9,2429,14068,2114,26.688
1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,2667,4166,3521,460,185,0.31,1.132,2834,5083,2153,2412,518,6.059,5.249,432,3335,3055,38.822
1,3,0,0,0,1,0,0,0,0,0,0,1,1,0,845,9424,8267,731,426,0.825,1.725,799,6356,3810,2211,335,9.693,5.837,,329,2117,32.207
1,3,0,0,0,1,0,0,0,0,0,0,1,1,1,145,13317,9496,2902,919,0.834,7.048,150,7878,3848,2687,1343,6.64,5.633,,144,3651,49.326
1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,6107,4756,4222,259,275,0.398,0.569,6054,5457,3427,1712,318,10.62,5.056,162,2725,1987,30.327
1,3,0,0,0,1,0,0,0,0,0,1,0,1,1,513,5546,4437,702,407,0.421,1.856,542,5827,2906,1978,943,9.424,6.081,,566,2884,46.171
1,3,0,0,0,1,0,0,0,0,0,1,1,1,0,163,14030,11467,1922,641,1.08,4.11,161,6603,4508,1642,453,12.398,6.298,,54,2390,41.148
1,3,0,0,0,1,0,0,0,0,1,0,0,1,0,825,2875,2639,,,0.257,,815,5796,3560,1767,469,10.877,5.243,,366,3521,30.415
1,3,0,0,0,1,0,0,0,0,1,0,0,1,1,109,4865,,,,,,115,4964,2587,1692,685,9.191,5.922,,119,4351,52.672
1,3,0,0,0,1,0,0,0,0,1,1,0,1,0,336,6444,5262,759,423,0.485,1.839,336,7699,5422,1861,416,14.164,6.173,,144,2975,36.16
1,3,0,0,0,1,0,0,0,0,1,1,0,1,1,48,6651,,,,,,50,7855,4873,1650,1332,13.56,7.46,,51,4467,56.608
1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,19628,4342,4157,86,99,0.366,0.189,18904,5524,3201,2082,241,9.76,4.824,1037,8846,2626,34.405
1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1483,6067,5432,435,200,0.436,1.055,1541,6124,2722,2844,558,7.879,6.16,124,1719,3319,48.296
1,3,0,0,0,1,0,0,0,1,0,0,1,1,0,903,12373,11078,864,431,0.997,1.812,864,7859,4889,2536,434,12.897,6.691,,369,3069,38.328
1,3,0,0,0,1,0,0,0,1,0,0,1,1,1,101,18673,14272,,,1.059,,101,8068,4719,2669,680,8.891,7.772,,103,3023,50.563
1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,4494,6626,6003,311,312,0.538,0.665,4464,6939,4428,2154,357,13.376,6.081,109,2030,2684,38.87
1,3,0,0,0,1,0,0,0,1,0,1,0,1,1,390,6690,5671,565,454,0.5,1.39,416,7837,4069,2400,1368,12.132,6.435,,436,4027,58.475
1,3,0,0,0,1,0,0,0,1,0,1,1,1,0,192,14354,13082,742,530,1.161,1.609,189,10824,6887,3315,622,16.037,7.534,,88,2521,43.761
1,3,0,0,0,1,0,0,0,1,0,1,1,1,1,31,16743,,,,,,33,10297,4539,3011,2747,11.242,6.152,,33,3661,60.061
1,3,0,0,0,1,0,0,0,1,1,0,0,1,0,539,5907,5314,373,220,0.44,0.937,533,7537,4595,2254,688,13.91,6.371,,249,3575,35.486
1,3,0,0,0,1,0,0,0,1,1,0,0,1,1,60,6312,,,,,,66,9049,4392,3374,1283,13.652,6.545,,73,5965,61.932
1,3,0,0,0,1,0,0,0,1,1,1,0,1,0,284,9341,8659,222,460,0.676,0.535,283,9193,5928,2506,759,16.926,7.021,,135,4240,42.637
1,3,0,0,0,1,0,0,0,1,1,1,0,1,1,40,6913,,,,,,46,11698,6470,3832,1396,17.652,7.37,,48,6061,66.354
1,3,0,0,0,1,0,0,1,0,0,0,0,1,0,27678,2141,1919,129,93,0.205,0.291,26748,4436,2353,1636,447,8.527,4.298,1886,12499,3131,40.715
1,3,0,0,0,1,0,0,1,0,0,0,0,1,1,3584,4064,3248,554,262,0.284,1.452,3819,6891,2533,3408,950,7.534,6.402,411,4392,4196,57.565
1,3,0,0,0,1,0,0,1,0,0,0,1,1,0,760,10201,8656,990,555,0.863,2.168,715,7598,4210,2643,745,11.344,6.19,,306,3549,46.84
1,3,0,0,0,1,0,0,1,0,0,0,1,1,1,176,18550,13340,4166,1044,1.023,11.148,179,8795,3982,3324,1489,6.598,7.341,,195,3833,62.431
1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,4743,4909,4084,487,338,0.371,1.018,4702,5900,3642,1694,564,11.985,5.374,144,2044,3177,43.645
1,3,0,0,0,1,0,0,1,0,0,1,0,1,1,642,5593,4143,1125,325,0.34,2.713,688,7341,3127,2259,1955,10.116,6.339,,733,4013,62.967
1,3,0,0,0,1,0,0,1,0,0,1,1,1,0,153,16605,14243,1802,560,1.17,4.242,151,10672,6289,2975,1408,13.901,7.06,,65,3968,43.954
1,3,0,0,0,1,0,0,1,0,0,1,1,1,1,31,24214,,,,,,33,15391,6251,6386,2754,8.879,12.515,,36,4611,67.167
1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,696,3345,3023,152,170,0.263,0.369,695,6650,3784,2015,851,12.403,6.111,,343,3827,42.959
1,3,0,0,0,1,0,0,1,0,1,0,0,1,1,125,3864,,,,,,138,7231,3416,2863,952,11.246,6.362,,142,5934,67.507
1,3,0,0,0,1,0,0,1,0,1,1,0,1,0,240,6802,5505,843,454,0.513,2.338,239,7732,4874,1666,1192,15.285,6.205,,100,4766,49.33
1,3,0,0,0,1,0,0,1,0,1,1,0,1,1,47,,,,,,,54,9353,4968,3070,1315,16.574,7.87,,57,5146,76.263
1,3,0,0,0,1,0,0,1,1,0,0,0,1,0,26382,4316,3992,161,163,0.364,0.389,25734,6613,3543,2447,623,11.595,5.481,1258,11686,3832,47.515
1,3,0,0,0,1,0,0,1,1,0,0,0,1,1,2859,6804,5808,689,307,0.456,1.65,3022,9588,3850,4363,1375,10.5,7.185,166,3274,5522,69.321
1,3,0,0,0,1,0,0,1,1,0,0,1,1,0,1236,14756,12947,1264,545,1.119,2.864,1214,9610,5407,3217,986,14.146,7.144,,503,3785,51.917
1,3,0,0,0,1,0,0,1,1,0,0,1,1,1,217,20092,15232,3991,869,1.203,9.475,223,12189,5730,4175,2284,10.534,7.848,,222,4949,70.739
1,3,0,0,0,1,0,0,1,1,0,1,0,1,0,5663,7363,6418,521,424,0.564,1.121,5636,7973,4696,2439,838,15.354,6.604,137,2487,3877,50.747
1,3,0,0,0,1,0,0,1,1,0,1,0,1,1,770,6994,5742,806,446,0.508,1.965,826,10443,4816,3059,2568,14.643,6.649,,869,6080,78.199
1,3,0,0,0,1,0,0,1,1,0,1,1,1,0,273,17442,14418,2030,994,1.267,4.689,273,12729,7119,3931,1679,17.571,8.066,,112,4150,54.116
1,3,0,0,0,1,0,0,1,1,0,1,1,1,1,48,24027,18017,4429,1581,1.458,9.75,50,13694,6233,3549,3912,12.98,9.16,,53,5185,83.547
1,3,0,0,0,1,0,0,1,1,1,0,0,1,0,840,6035,5500,336,199,0.445,0.669,838,8773,4926,2680,1167,15.456,7.155,,350,5027,48.311
1,3,0,0,0,1,0,0,1,1,1,0,0,1,1,145,8747,,,,,,161,11561,5448,4348,1765,14.689,7.59,,168,7662,76.738
1,3,0,0,0,1,0,0,1,1,1,1,0,1,0,374,8137,7055,642,440,0.631,1.374,374,10313,6389,2743,1181,19.957,7.051,,158,4106,49.222
1,3,0,0,0,1,0,0,1,1,1,1,0,1,1,89,2883,,,,,,96,11148,6107,1912,3129,20.469,5.229,,101,7144,85.208
1,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1611,6635,5617,712,306,0.516,1.78,1554,6871,3905,2359,607,10.703,6.317,42,714,3414,38.167
1,3,0,0,0,1,0,1,0,0,0,0,0,1,1,237,9230,6751,2155,324,0.641,4.781,254,7523,3007,3362,1154,7.815,8.358,,263,5212,64.817
1,3,0,0,0,1,0,1,0,0,0,0,1,1,0,108,23072,19255,2648,1169,1.324,5.676,102,10341,5592,3213,1536,11.441,8.02,,45,2423,46.067
1,3,0,0,0,1,0,1,0,0,0,0,1,1,1,36,29126,14823,,,1.417,,36,8273,4250,2254,1769,5.444,9.917,,30,2813,55.767
1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,500,12865,10616,1565,684,0.834,3.534,499,9162,5299,3042,821,13.828,7.699,,234,3464,46.009
1,3,0,0,0,1,0,1,0,0,0,1,0,1,1,60,12382,,,,,,64,9572,4113,3455,2004,11,9.859,,59,4160,62.153
1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,81,11554,10475,,,0.716,,79,9659,6284,2859,516,14.785,9.456,,39,4819,42.333
1,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1178,10480,9638,476,366,0.769,1.167,1147,8503,4933,2942,628,13.058,6.788,,526,3327,44.932
1,3,0,0,0,1,0,1,0,1,0,0,0,1,1,149,10275,8075,1559,641,0.872,4.577,154,8465,4082,3635,748,10.091,7.987,,156,6272,70.154
1,3,0,0,0,1,0,1,0,1,0,0,1,1,0,137,21824,17430,3046,1348,1.438,7.168,134,9975,6164,2961,850,13.47,8.59,,63,5184,50.143
1,3,0,0,0,1,0,1,0,1,0,1,0,1,0,488,12220,10348,1167,705,0.951,2.426,487,10389,6120,3425,844,16.807,8.3,,239,3534,54.05
1,3,0,0,0,1,0,1,0,1,0,1,0,1,1,75,10927,7907,,,0.693,,83,10608,5308,3813,1487,15.458,7.675,,84,5888,83.976
1,3,0,0,0,1,0,1,0,1,1,0,0,1,0,69,10205,,,,,,69,11420,6689,3530,1201,16.681,9.159,,31,5261,53.323
1,3,0,0,0,1,0,1,1,0,0,0,0,1,0,1378,7573,6204,1026,343,0.554,2.488,1346,7219,3889,2502,828,11.728,6.377,,582,4091,51.057
1,3,0,0,0,1,0,1,1,0,0,0,0,1,1,295,14508,10103,3696,709,0.753,10.966,301,10665,4461,4058,2146,7.947,10.143,,324,5658,80.074
1,3,0,0,0,1,0,1,1,0,0,0,1,1,0,84,27899,20078,5442,2379,1.702,13.429,81,10789,6260,2287,2242,13.358,8.432,,34,4841,56.412
1,3,0,0,0,1,0,1,1,0,0,0,1,1,1,42,22574,14074,,,1.167,,43,12554,5128,4219,3207,6.419,9,,38,4863,84.605
1,3,0,0,0,1,0,1,1,0,0,1,0,1,0,441,12719,9861,2080,778,0.898,5.036,435,9756,5234,3084,1438,14.637,8.628,,163,4801,55.939
1,3,0,0,0,1,0,1,1,0,0,1,0,1,1,81,15450,9467,5311,672,0.815,14.123,83,11824,5044,3601,3179,11.012,8.289,,89,5470,83.045
1,3,0,0,0,1,0,1,1,1,0,0,0,1,0,1649,10881,9275,1062,544,0.79,2.498,1618,9962,5045,3618,1299,14.64,7.876,,713,4304,56.491
1,3,0,0,0,1,0,1,1,1,0,0,0,1,1,325,17393,13520,3089,784,0.978,7.618,346,13131,5284,5206,2641,10.098,10.246,,364,6233,84.382
1,3,0,0,0,1,0,1,1,1,0,0,1,1,0,204,23689,18793,3518,1378,1.608,8.51,202,13151,7292,3948,1911,15.277,10.252,,77,4672,63.299
1,3,0,0,0,1,0,1,1,1,0,0,1,1,1,58,40785,26159,11599,3027,2.069,31.138,58,16970,7796,5413,3761,10.793,9.328,,51,5175,82.667
1,3,0,0,0,1,0,1,1,1,0,1,0,1,0,623,16722,13207,2508,1007,1.183,5.883,619,12210,6771,4064,1375,18.58,9.258,,250,5186,65.264
1,3,0,0,0,1,0,1,1,1,0,1,0,1,1,162,12372,8435,3116,821,1.093,8.123,166,17215,6816,5642,4757,17.693,9.337,,172,9258,105.994
1,3,0,0,0,1,0,1,1,1,1,0,0,1,0,74,10589,,,,,,74,11958,6929,4078,951,20.581,9.757,,31,5485,56.903
1,3,0,0,0,1,1,0,0,0,0,0,0,1,0,2783,7095,6427,382,286,0.635,0.829,2640,6315,3690,1912,713,10.204,5.366,52,1127,2851,36.099
1,3,0,0,0,1,1,0,0,0,0,0,0,1,1,504,10133,8365,1293,475,0.724,3.282,526,7161,3436,2560,1165,7.504,7.167,,534,4433,48.099
1,3,0,0,0,1,1,0,0,0,0,0,1,1,0,101,18750,16918,1257,575,1.257,2.436,94,6435,4603,1221,611,9.628,5.16,,31,2514,35.742
1,3,0,0,0,1,1,0,0,0,0,1,0,1,0,563,10229,8913,827,489,0.826,1.851,557,8101,4890,2376,835,13.415,6.592,,249,2790,42.361
1,3,0,0,0,1,1,0,0,0,0,1,0,1,1,113,9222,7036,1635,551,0.664,3.832,121,6687,3196,1391,2100,9.099,6.744,,131,4595,58.817
1,3,0,0,0,1,1,0,0,0,1,0,0,1,0,128,8730,,,,,,128,7480,4558,1912,1010,13.25,6.688,,59,4181,35.559
1,3,0,0,0,1,1,0,0,1,0,0,0,1,0,3089,9344,8670,373,301,0.802,0.835,3007,7755,4418,2634,703,12.276,6.364,55,1263,3060,42.947
1,3,0,0,0,1,1,0,0,1,0,0,0,1,1,486,13127,11418,1112,597,0.973,2.829,502,7883,3814,2891,1178,9.116,7.452,,493,4704,59.935
1,3,0,0,0,1,1,0,0,1,0,0,1,1,0,229,17059,14765,1407,887,1.437,3.271,224,9536,5804,2845,887,12.616,6.96,,92,3279,43.957
1,3,0,0,0,1,1,0,0,1,0,0,1,1,1,38,24550,17090,,,1.868,,39,9607,4700,4237,670,7.333,9.41,,39,4066,64.077
1,3,0,0,0,1,1,0,0,1,0,1,0,1,0,768,12482,11148,642,692,0.99,1.448,765,9604,5966,2835,803,15.816,7.75,,310,3766,47.665
1,3,0,0,0,1,1,0,0,1,0,1,0,1,1,184,13646,11164,1950,532,1.027,4.973,188,10335,4973,2912,2450,12.537,7.989,,191,4861,69.361
1,3,0,0,0,1,1,0,0,1,1,0,0,1,0,144,12440,11865,,,1.111,,144,11193,5744,4396,1053,16.792,8.597,,60,4162,47.533
1,3,0,0,0,1,1,0,0,1,1,1,0,1,0,80,16733,15310,,,1.263,,80,11466,7122,3283,1061,18.888,8.925,,37,4125,53.405
1,3,0,0,0,1,1,0,1,0,0,0,0,1,0,1887,6936,6171,414,351,0.597,0.919,1823,6631,3586,1951,1094,11.637,5.971,,770,3684,48.535
1,3,0,0,0,1,1,0,1,0,0,0,0,1,1,380,10114,8286,1310,518,0.761,3.082,394,7464,3475,2405,1584,9.221,7.467,,411,5851,75.781
1,3,0,0,0,1,1,0,1,0,0,0,1,1,1,32,34859,26460,,,1.875,,34,10945,6282,3040,1623,5.559,7.471,,34,5092,79.206
1,3,0,0,0,1,1,0,1,0,0,1,0,1,0,447,10478,8902,847,729,0.817,1.897,442,7743,4527,1941,1275,14.751,6.613,,186,3977,51.059
1,3,0,0,0,1,1,0,1,0,0,1,0,1,1,112,11767,8845,,,0.848,,120,10951,3986,3207,3758,12.567,8.583,,120,5341,72.208
1,3,0,0,0,1,1,0,1,0,1,0,0,1,0,96,6986,6079,,,0.698,,96,9985,5055,2935,1995,16.417,8.344,,38,4881,52.105
1,3,0,0,0,1,1,0,1,1,0,0,0,1,0,3122,9598,8856,338,404,0.816,0.848,3030,8692,4759,2856,1077,14.606,6.993,34,1270,4330,53.306
1,3,0,0,0,1,1,0,1,1,0,0,0,1,1,574,13109,11097,1535,477,0.969,3.758,586,10119,4563,3465,2091,11.922,7.677,,613,6126,79.687
1,3,0,0,0,1,1,0,1,1,0,0,1,1,0,192,18980,16161,1856,963,1.443,4.37,192,11324,6578,2966,1780,15.5,7.802,,82,5167,59.866
1,3,0,0,0,1,1,0,1,1,0,0,1,1,1,55,35263,28945,5434,884,1.745,14.145,57,11934,7123,3344,1467,12.474,8.018,,56,5088,69.607
1,3,0,0,0,1,1,0,1,1,0,1,0,1,0,840,13034,11236,1120,678,1.074,2.286,833,10385,6210,2963,1212,18.549,8.257,,376,3938,57.601
1,3,0,0,0,1,1,0,1,1,0,1,0,1,1,198,12251,9816,1287,1148,0.955,3.364,206,13248,6164,3309,3775,16.84,7.811,,213,7670,91.967
1,3,0,0,0,1,1,0,1,1,1,0,0,1,0,143,14059,12552,,,1.028,,142,11833,7323,2859,1651,19.38,7.873,,57,5647,55.351
1,3,0,0,0,1,1,0,1,1,1,0,0,1,1,31,28551,,,,,,31,12860,7569,3097,2194,17.194,6.097,,33,7776,93.273
1,3,0,0,0,1,1,0,1,1,1,1,0,1,1,,,,,,,,30,12579,7022,1836,3721,23.833,7.267,,33,11448,120.303
1,3,0,0,0,1,1,1,0,0,0,0,0,1,0,238,16289,13843,1441,1005,1.13,3.782,230,9182,5138,2695,1349,12.217,7.757,,101,2851,45.832
